46289,110,Hair,J.J.,81,JR,TE
46294,110,London,Justin,9,SR,LB
46295,110,Lewis,Marcedes,19,SR,TE
46296,110,McNeal,Eric,2,JR,DB
46297,110,Medlock,Justin,7,JR,K
46303,110,Olson,Drew,14,SR,QB
46304,110,Page,Jarrad,4,SR,DB
46313,110,Walker,Wesley,40,SR,LB
46361,128,Wilcox,Dontavius,20,JR,RB
46377,128,Johnson,Travonti,40,JR,DB
46381,128,Sandy,Ronnell,50,JR,LB
46382,128,Cook,James,48,SR,LB
46385,128,Gagne-Marcoux,Cedric,53,JR,OL
46387,128,Veenstra,Dan,67,JR,OL
46393,128,Gilhully,Sean,66,JR,OL
46400,128,Johnson,Darcy,84,SR,WR
46402,128,Sumpter,Andre,87,JR,WR
46405,128,Carrington,Paul,95,SR,DL
46406,128,Welsh,Chris,96,JR,DL
46513,147,Adams,Gaines,93,JR,DL
46514,147,Baham,Curtis,18,SR,WR
46515,147,Bennett,Charles,86,SR,DL
46517,147,Cannon,Brandon,95,JR,DL
46518,147,Chason,Cole,30,JR,P
46519,147,Clark,Donnell,44,JR,DL
46520,147,Coleman,Duane,3,JR,RB
46524,147,Fudge,Jamaal,24,SR,DB
46525,147,Grant,Kelvin,88,JR,WR
46530,147,Merriweather,Reggie,37,JR,RB
46534,147,Nelson,Roosevelt,49,SR,LB
46536,147,Proctor,Will,14,JR,QB
46539,147,Stuckey,Chansi,2,JR,WR
46540,147,Tate,Trey,92,SR,DL
46543,147,Waters,Anthony,40,JR,LB
46545,147,Whitehurst,Charlie,6,SR,QB
46547,147,Williamson,Bobby,81,SR,TE
46549,147,Bennett,Nathan,63,JR,OL
46554,147,DeBeer,Tim,73,JR,OL
46555,147,Fry,Dustin,62,JR,OL
46556,147,Fry,Roman,72,JR,OL
46562,147,Myrick,Chip,64,SR,OL
46596,157,Cox,James,10,JR,QB
46597,157,Billingsley,J.J.,5,JR,DB
46603,157,Clement,Nick,95,SR,DL
46604,157,Dawn,Akarika,12,SR,LB
46609,157,Fenton,Mark,58,JR,OL
46611,157,Brooks,Dominique,1B,JR,DB
46613,157,Hubbard,Tom,9,SR,DB
46614,157,Iwuh,Brian,27,SR,LB
46615,157,Jones,Marcus,96,JR,DL
46617,157,Judge,Evan,82,SR,WR
46618,157,Klopfenstein,Joe,89,SR,TE
