10429,2010-11-20,77,473,134,W,40-7,5,5
10430,2011-09-23,77,128,134,W,24-17,1,2
10431,2011-10-08,77,630,134,W,29-16,3,2
10432,2011-10-22,77,294,134,W,56-3,5,2
10433,2011-11-12,77,295,134,W,42-7,6,3
10434,2011-11-19,77,472,134,W,42-7,7,3
10435,2012-08-30,77,754,134,W,30-6,0,0
10436,2012-09-08,77,758,134,W,45-13,1,0
10437,2012-09-28,77,277,134,W,47-0,2,2
10438,2012-10-13,77,528,134,L,24-42,4,2
10439,2012-11-10,77,295,134,W,52-13,5,4
10440,2013-09-07,77,703,134,W,40-21,0,1
10441,2013-09-21,77,732,134,L,13-20,1,1
10442,2013-09-27,77,419,134,W,37-10,1,2
10443,2013-10-12,77,255,134,W,38-20,3,2
10444,2013-10-25,77,66,134,W,37-20,5,2
10445,2013-11-16,77,294,134,W,59-13,6,3
10446,2014-09-11,77,288,134,W,33-25,2,0
10447,2014-09-20,77,746,134,W,41-33,3,0
10448,2014-10-03,77,731,134,L,20-35,4,0
10449,2014-10-18,77,466,134,L,35-42,4,2
10450,2014-11-15,77,465,134,W,42-23,5,4
10451,2014-11-22,77,632,134,W,64-0,6,4
10452,2015-09-12,77,66,134,W,35-24,1,0
10453,2015-10-02,77,164,134,W,30-13,2,2
10454,2015-10-10,77,196,134,W,45-38,3,2
10455,2015-10-16,77,140,134,W,38-24,4,2
10456,2015-10-24,77,748,134,W,70-6,5,2
10457,2015-11-21,77,96,134,W,52-10,7,3
10458,2016-09-17,77,110,134,L,14-17,1,1
10459,2016-09-30,77,709,134,W,55-53,1,3
10460,2016-10-14,77,430,134,W,28-21,3,3
10461,2016-11-12,77,667,134,W,37-7,5,4
10462,2016-11-19,77,400,134,W,51-9,6,4
10463,2016-11-26,77,731,134,W,28-10,7,4
10464,2017-08-26,77,550,134,W,20-6,0,0
10465,2017-09-09,77,732,134,L,13-19,1,1
10466,2017-09-16,77,796,134,L,6-40,1,2
10467,2017-10-06,77,66,134,L,7-24,1,4
10468,2017-10-28,77,630,134,W,41-20,1,7
10469,2017-11-18,77,400,134,L,10-16,3,8
10470,2018-09-08,77,107,134,L,18-21,1,0
10471,2018-09-22,77,402,134,W,30-3,2,1
10472,2018-10-05,77,731,134,L,20-45,3,2
10473,2018-10-13,77,277,134,W,49-23,3,3
10474,2018-10-27,77,503,134,L,6-7,4,3
10475,2018-11-17,77,472,134,W,45-10,5,5
10476,2000-09-02,147,141,112,W,38-0,0,0
10477,2000-09-09,147,434,112,W,62-9,1,0
10478,2000-09-16,147,749,112,W,55-7,2,0
10479,2000-10-07,147,490,112,W,34-27,5,0
10480,2000-10-14,147,392,112,W,35-14,6,0
10481,2000-10-28,147,255,112,L,28-31,8,0
10482,2000-11-18,147,648,112,W,16-14,8,2
10483,2001-09-01,147,128,112,W,21-13,0,0
10484,2001-09-08,147,2915,112,W,38-14,1,0
10485,2001-09-22,147,746,112,L,24-26,2,0
10486,2001-10-20,147,457,112,L,3-38,4,1
10487,2001-11-03,147,234,112,L,27-41,5,2
10488,2001-12-01,147,193,112,W,59-31,5,5
10489,2002-09-07,147,366,112,W,33-13,0,1
10490,2002-09-14,147,255,112,W,24-19,1,1
10491,2002-09-21,147,47,112,W,30-7,2,1
10492,2002-10-19,147,749,112,W,31-23,3,3
10493,2002-10-24,147,490,112,L,6-38,4,3
10494,2002-11-16,147,392,112,L,12-30,6,4
10495,2002-11-23,147,648,112,W,27-20,6,5
10496,2003-08-30,147,257,112,L,0-30,0,0
10497,2003-09-06,147,244,112,W,28-17,0,1
10498,2003-09-13,147,691,112,W,37-14,1,1
10499,2003-10-11,147,746,112,W,30-27,3,2
10500,2003-10-25,147,457,112,W,36-28,4,3
10501,2003-11-08,147,234,112,W,26-10,5,4
10502,2003-11-15,147,193,112,W,40-7,6,4
10503,2004-09-04,147,749,112,W,37-30,0,0
10504,2004-09-11,147,255,112,L,24-28,1,0
10505,2004-10-16,147,731,112,W,35-6,1,4
10506,2004-10-23,147,392,112,W,10-7,2,4
10507,2004-10-30,147,490,112,W,26-20,3,4
10508,2004-11-20,147,648,112,W,29-7,5,5
10509,2005-09-03,147,697,112,W,25-24,0,0
10510,2005-09-17,147,415,112,L,30-36,2,0
10511,2005-09-24,147,67,112,L,16-13,2,1
10512,2005-10-22,147,690,112,W,37-7,3,3
10513,2005-11-05,147,193,112,W,49-20,4,4
10514,2005-11-12,147,234,112,W,35-14,5,4
10515,2006-09-02,147,239,112,W,54-6,0,0
